GEOID20,Name,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,county_fips,county_name
45003000079, Sandstone No. 79                  ,             623,           203,           408,             716,           230,           486,             471,           166,           276,            463,          145,          303,            468,          196,          267,           465,         180,         278,                534,              206,              321,             687,           282,           402,            685,          278,          405,45003,Aiken
45003000049, Willow Springs                    ,             906,           229,           664,             895,           211,           684,             885,           180,           678,            854,          198,          628,            669,          164,          500,           672,         148,         511,                808,              184,              609,             902,           206,           683,            900,          221,          663,45003,Aiken
45003000017, Jackson                           ,            1151,           256,           865,            1080,           253,           827,            1097,           210,           865,           1066,          224,          816,            873,          195,          681,           881,         178,         698,               1030,              214,              802,            1134,           250,           878,           1138,          257,          861,45003,Aiken
45003000061, Silver Bluff                      ,            1131,           743,           374,            1102,           684,           418,            1164,           631,           503,           1136,          599,          504,            946,          533,          407,           946,         514,         418,               1159,              630,              508,            1377,           740,           617,           1373,          758,          592,45003,Aiken
45063000025, SANDY RUN                         ,             670,           278,           380,             645,           261,           384,             670,           200,           446,            657,          186,          447,            535,          203,          336,           535,         173,         343,                643,              210,              418,             741,           251,           478,            743,          256,          468,45063,Lexington
45063000008, POND BRANCH                       ,            1103,           269,           814,            1145,           283,           862,            1366,           205,          1097,           1336,          215,         1069,            984,          175,          788,           984,         150,         812,               1256,              208,             1015,            1470,           252,          1197,           1468,          262,         1153,45063,Lexington
45063000026, GASTON 1                          ,             843,           202,           622,             826,           210,           616,             895,           147,           712,            880,          147,          691,            671,          148,          522,           666,         124,         526,                819,              156,              641,             911,           186,           710,            914,          199,          689,45063,Lexington
45063000090, PARK ROAD 2                       ,             613,           140,           467,             720,           171,           549,             691,           181,           468,            681,          118,          547,            663,          223,          438,           657,         170,         470,                808,              219,              572,            1066,           311,           744,           1074,          308,          751,45063,Lexington
45003000037, Talatha                           ,             947,           426,           506,             936,           396,           540,            1110,           404,           674,           1089,          375,          677,            910,          361,          541,           912,         334,         563,               1119,              424,              679,            1368,           540,           812,           1368,          556,          792,45003,Aiken
45003000064, Cedar Creek No. 64                ,            1020,           314,           699,            1038,           244,           794,             863,           197,           631,            851,          158,          684,            901,          230,          674,           899,         209,         684,               1079,              275,              791,            1481,           442,          1025,           1484,          421,         1047,45003,Aiken
45003000020, Millbrook                         ,            1291,           401,           867,            1115,           345,           770,            1132,           323,           737,           1121,          282,          806,            990,          354,          643,           986,         312,         657,               1190,              387,              777,            1473,           542,           907,           1473,          530,          919,45003,Aiken
45063000050, WHITEHALL                         ,            1714,           597,          1093,            1609,           572,          1037,            1549,           614,           825,           1529,          499,          977,           1385,          650,          732,          1385,         595,         756,               1568,              677,              849,            1781,           858,           890,           1784,          848,          925,45063,Lexington
45063000038, CHALK HILL                        ,            1755,          1315,           420,            1671,          1306,           365,            1851,          1385,           416,           1794,         1272,          479,           1455,         1129,          328,          1463,        1115,         325,               1812,             1356,              430,            2162,          1601,           535,           2169,         1642,          505,45063,Lexington
45063000019, ROUND HILL                        ,            1571,           336,          1217,            1830,           405,          1425,            2324,           519,          1663,           2276,          460,         1714,           1740,          606,         1126,          1737,         521,        1170,               2361,              644,             1652,            3072,           881,          2148,           3075,          912,         2092,45063,Lexington
45039000007, Jekinsville                       ,             532,           447,            77,             521,           460,            61,             492,           411,            72,            489,          388,           98,            392,          333,           55,           388,         327,          56,                434,              355,               76,             434,           341,            88,            435,          345,           88,45039,Fairfield
45039000011, Mitford                           ,             603,           321,           271,             627,           349,           278,             616,           319,           292,            577,          298,          265,            508,          266,          239,           508,         261,         235,                560,              284,              272,             571,           269,           297,            573,          275,          291,45039,Fairfield
45039000006, Garden Grove                      ,              53,            20,            31,              67,            26,            41,              62,            18,            40,             60,           28,           31,             48,           19,           28,            48,          20,          28,                 51,               20,               30,              50,            23,            27,             50,           22,           27,45039,Fairfield
45039000020, White Oak                         ,             206,           153,            50,             193,           140,            53,             215,           147,            59,            199,          121,           77,            179,          134,           44,           178,         123,          49,                193,              136,               53,             193,           140,            47,            195,          146,           46,45039,Fairfield
45039000019, Winnsboro No. 2                   ,             815,           438,           363,             760,           426,           334,             721,           390,           312,            685,          351,          324,            625,          367,          250,           621,         353,         236,                717,              397,              311,             837,           456,           372,            833,          462,          364,45039,Fairfield
45055000102, Antioch                           ,             584,           207,           369,             614,           230,           384,             609,           179,           417,            600,          183,          400,            460,          165,          288,           457,         151,         285,                572,              194,              368,             651,           234,           410,            651,          238,          400,45055,Kershaw
45055000143, Rabon's X Roads                   ,            1400,           423,           953,            1353,           379,           974,            1298,           287,           971,           1261,          259,          972,           1164,          283,          870,          1161,         255,         888,               1363,              319,             1022,            1641,           416,          1211,           1640,          410,         1204,45055,Kershaw
45055000154, Whites Gardens                    ,            1125,           426,           680,            1157,           446,           711,            1149,           405,           709,           1113,          380,          713,            860,          329,          528,           859,         305,         531,               1088,              393,              679,            1276,           456,           803,           1276,          468,          782,45055,Kershaw
45091000086, Springdale                        ,             682,           251,           422,             673,           375,           298,             853,           460,           327,            835,          452,          353,            678,          411,          264,           678,         387,         266,                812,              473,              316,             923,           557,           350,            925,          574,          345,45091,York
45039000004, Feasterville                      ,             271,           215,            53,             246,           199,            47,             258,           176,            80,            249,          165,           80,            197,          137,           57,           196,         125,          59,                224,              155,               67,             233,           167,            64,            232,          170,           62,45039,Fairfield
45065000010, Plum Branch                       ,             715,           451,           252,             741,           447,           294,             673,           352,           309,            652,          342,          299,            523,          307,          209,           524,         305,         209,                596,              336,              254,             611,           355,           250,            613,          361,          249,45065,McCormick
45065000002, Monticello                        ,             135,            85,            49,             122,            77,            45,             320,            81,           236,            316,           58,          252,            340,           94,          245,           344,          83,         252,                383,              102,              278,             494,           154,           336,            496,          147,          345,45065,McCormick
45065000003, Savannah                          ,            1180,           208,           962,             890,           157,           733,            1016,           211,           793,            990,          150,          825,           1108,          254,          858,          1092,         236,         847,               1247,              294,              944,            1656,           465,          1183,           1661,          468,         1176,45065,McCormick
45019000218, Charleston 18                     ,             849,           815,            22,             981,           923,            58,             976,           867,            66,            958,          788,          159,            738,          681,           48,           736,         651,          50,                892,              782,               95,             986,           840,           126,            988,          856,          126,45019,Charleston
45069000012, East Bennettsville                ,             971,           696,           251,             849,           620,           229,             906,           634,           258,            862,          578,          271,            619,          418,          199,           624,         400,         169,                862,              593,              261,            1126,           765,           349,           1134,          782,          326,45069,Marlboro
45019000617, North Charleston 17               ,             541,           484,            41,             482,           455,            27,             431,           386,            37,            432,          358,           68,            240,          215,           26,           240,         215,          21,                389,              344,               40,             498,           436,            54,            498,          450,           42,45019,Charleston
45019000612, North Charleston 12               ,             276,           121,           151,             406,           190,           216,             623,           308,           230,            622,          248,          355,            543,          335,          213,           539,         297,         226,                665,              363,              273,             828,           494,           303,            829,          503,          310,45019,Charleston
45081000018, Saluda No. 2                      ,             658,           221,           422,             636,           260,           376,             731,           298,           408,            715,          261,          432,            586,          229,          348,           587,         229,         342,                708,              282,              414,             858,           352,           487,            856,          361,          478,45081,Saluda
45081000017, Saluda No. 1                      ,             894,           638,           236,             915,           643,           272,             818,           547,           252,            774,          509,          244,            568,          367,          192,           569,         356,         188,                733,              466,              255,             840,           502,           327,            842,          515,          319,45081,Saluda
45081000003, Delmar                            ,             299,            32,           257,             276,            35,           241,             296,            38,           251,            294,           31,          250,            258,           40,          210,           258,          35,         214,                288,               35,              248,             320,            37,           280,            321,           37,          276,45081,Saluda
45081000005, Fruit Hill                        ,             516,           333,           174,             508,           334,           174,             506,           318,           179,            494,          323,          161,            388,          245,          152,           387,         243,         151,                486,              299,              181,             559,           336,           214,            557,          335,          215,45081,Saluda
45003000007, Bath                              ,             602,           314,           274,             506,           262,           244,             589,           261,           311,            560,          268,          278,            400,          188,          202,           402,         184,         205,                508,              233,              266,             545,           239,           299,            548,          252,          283,45003,Aiken
45021000010, Draytonville                      ,            1039,           284,           737,             977,           275,           702,            1015,           225,           767,            977,          242,          711,            770,          183,          580,           770,         162,         581,                962,              218,              730,            1153,           242,           897,           1146,          266,          861,45021,Cherokee
45021000014, Gaffney Ward No. 3                ,             692,           568,           113,             685,           583,           102,             600,           498,            90,            558,          444,          103,            516,          437,           80,           516,         430,          80,                615,              511,               98,             760,           623,           128,            764,          644,          115,45021,Cherokee
45021000002, Alma Mill                         ,             988,           558,           415,             935,           590,           345,             983,           543,           419,            934,          500,          410,            692,          371,          315,           698,         356,         322,                908,              484,              412,            1080,           551,           519,           1077,          567,          499,45021,Cherokee
45021000027, Pleasant Grove                    ,             608,           316,           283,             635,           346,           289,             627,           309,           307,            603,          282,          315,            521,          276,          249,           521,         271,         245,                637,              320,              312,             765,           385,           375,            766,          392,          366,45021,Cherokee
45019000602, North Charleston 2                ,             403,           379,            19,             472,           421,            51,             241,           225,            12,            244,          218,           23,            171,          159,           10,           171,         153,           6,                239,              223,               13,             313,           293,            19,            315,          296,           16,45019,Charleston
45019000603, North Charleston 3                ,             759,           264,           480,             739,           275,           464,             864,           330,           489,            846,          295,          542,            766,          322,          440,           763,         303,         425,                855,              349,              486,             954,           414,           520,            954,          432,          505,45019,Charleston
45063000011, SUMMIT                            ,             754,           159,           582,             820,           184,           636,             973,           189,           754,            946,          187,          724,            740,          184,          564,           740,         145,         577,                920,              197,              699,            1059,           229,           800,           1054,          252,          772,45063,Lexington
45063000082, SWANSEA 2                         ,             953,           423,           509,             910,           396,           514,            1023,           378,           615,            977,          351,          587,            695,          284,          400,           693,         254,         400,                909,              341,              550,            1040,           376,           658,           1037,          379,          632,45063,Lexington
45003000031, Perry                             ,             584,           210,           358,             564,           224,           340,             656,           194,           433,            630,          196,          413,            464,          164,          295,           467,         140,         320,                575,              176,              385,             627,           182,           438,            629,          191,          419,45003,Aiken
45021000011, Ezells and Butler                 ,             922,           226,           678,             860,           207,           653,             990,           164,           801,            974,          174,          772,            732,          124,          605,           730,         112,         609,                941,              154,              773,            1113,           168,           935,           1111,          181,          910,45021,Cherokee
45077000159, Sheffield                         ,             827,           177,           636,             197,            48,           149,             942,           205,           710,            924,          141,          765,            830,          185,          642,           823,         149,         662,                956,              189,              754,            1112,           234,           871,           1110,          222,          878,45077,Pickens
45019000609, North Charleston 9                ,             852,           530,           292,             830,           527,           303,             988,           583,           330,            976,          508,          432,            738,          537,          200,           734,         497,         200,                940,              609,              305,            1108,           756,           323,           1110,          773,          328,45019,Charleston
45019000611, North Charleston 11               ,             620,           237,           366,             614,           269,           345,             702,           308,           330,            686,          228,          445,            482,          306,          172,           466,         283,         171,                626,              329,              279,             718,           424,           274,            716,          425,          284,45019,Charleston
45015000052, Westview 3                        ,            1069,           289,           764,            1224,           394,           830,            1028,           280,           680,           1005,          223,          758,            814,          281,          526,           812,         268,         520,                999,              309,              660,            1158,           384,           750,           1159,          402,          721,45015,Berkeley
45019000523, St. Andrews 23                    ,             628,           349,           268,             564,           297,           267,             647,           331,           255,            635,          309,          304,            416,          281,          135,           412,         263,         141,                583,              337,              224,             702,           408,           272,            704,          435,          254,45019,Charleston
45019000337, Mt. Pleasant 37                   ,            1748,           915,           811,            2077,           960,          1117,            2269,          1076,          1070,           2204,          824,         1326,           2007,         1020,          987,          2000,         944,         971,               2391,             1148,             1197,            2974,          1530,          1405,           2980,         1514,         1443,45019,Charleston
45019000338, Mt. Pleasant 38                   ,             988,           334,           641,            1092,           304,           788,             988,           274,           648,            965,          186,          757,            814,          317,          498,           808,         288,         501,               1113,              380,              712,            1548,           612,           923,           1557,          599,          950,45019,Charleston
45019000336, Mt. Pleasant 36                   ,             698,           366,           323,             902,           387,           515,            1215,           486,           626,           1194,          391,          767,           1046,          505,          539,          1043,         460,         543,               1215,              544,              632,            1393,           704,           652,           1396,          716,          654,45019,Charleston
45019000400, James Island 1A                   ,            1067,           513,           531,            1088,           552,           536,            1427,           722,           594,           1400,          548,          806,           1159,          732,          424,          1157,         691,         421,               1422,              777,              606,            1700,           972,           688,           1709,          998,          700,45019,Charleston
45019000412, James Island 12                   ,             851,           299,           533,             833,           272,           561,             866,           328,           459,            858,          219,          614,            720,          335,          388,           719,         303,         392,                906,              373,              514,            1133,           517,           595,           1132,          511,          617,45019,Charleston
45063000020, FAIRVIEW                          ,             800,           164,           618,             889,           164,           725,            1013,           211,           781,            968,          201,          720,            668,          166,          501,           671,         152,         509,                867,              189,              659,             962,           218,           733,            953,          222,          701,45063,Lexington
45003000070, Sandstone No. 70                  ,             633,           207,           415,             717,           230,           487,             928,           283,           570,            912,          269,          613,            709,          261,          447,           706,         235,         454,                872,              299,              543,             981,           371,           579,            984,          375,          582,45003,Aiken
45055000107, Camden No. 1                      ,             887,           574,           305,            1053,           666,           387,             885,           491,           363,            871,          475,          382,            800,          467,          329,           799,         433,         346,                935,              527,              395,            1126,           643,           468,           1123,          647,          461,45055,Kershaw
45055000121, E. Camden-Hermitage               ,             329,           101,           216,             334,           124,           210,             339,           118,           201,            331,          133,          189,            262,          111,          149,           265,         106,         149,                324,              124,              191,             375,           138,           230,            374,          143,          221,45055,Kershaw
45055000146, Riverdale                         ,             634,           536,            89,             661,           598,            63,             589,           502,            75,            565,          467,           94,            421,          363,           59,           430,         355,          63,                513,              433,               76,             542,           447,            90,            540,          454,           85,45055,Kershaw
45039000002, Blairs                            ,             407,           363,            36,             417,           381,            36,             405,           349,            50,            391,          334,           55,            284,          243,           41,           295,         251,          36,                331,              283,               47,             319,           260,            59,            318,          264,           54,45039,Fairfield
45055000117, Charlotte Thompson                ,            1036,           500,           518,            1161,           608,           553,            1033,           463,           539,           1012,          425,          560,            822,          388,          409,           774,         354,         419,               1018,              471,              532,            1238,           594,           633,           1239,          604,          620,45055,Kershaw
45019000221, Charleston 21                     ,             485,           458,            24,             468,           443,            25,             486,           417,            51,            481,          384,           86,            371,          329,           39,           369,         321,          33,                459,              402,               52,             531,           479,            49,            532,          483,           46,45019,Charleston
45039000003, Centerville                       ,             199,            63,           131,             229,            75,           154,             266,            78,           183,            257,           70,          179,            183,           55,          128,           182,          44,         131,                223,               67,              151,             221,            73,           141,            219,           70,          144,45039,Fairfield
45039000014, Ridgeway                          ,            1505,          1014,           463,            1438,           996,           442,            1377,           906,           439,           1343,          823,          495,           1220,          807,          411,          1224,         783,         415,               1422,              928,              478,            1705,          1121,           570,           1708,         1136,          559,45039,Fairfield
45039000015, Simpson                           ,             646,           378,           261,             702,           396,           306,             685,           374,           288,            670,          335,          322,            583,          346,          236,           576,         313,         240,                659,              356,              293,             723,           383,           328,            727,          392,          329,45039,Fairfield
45073000011, Bountyland                        ,            1107,           272,           813,            1082,           256,           826,            1100,           268,           776,           1081,          208,          856,           1004,          280,          729,          1012,         235,         759,               1163,              285,              858,            1399,           361,          1023,           1397,          359,         1027,45073,Oconee
45073000028, West Union                        ,            1082,           256,           800,             974,           227,           747,            1228,           244,           930,           1186,          193,          953,           1000,          232,          761,           994,         180,         792,               1255,              252,              977,            1591,           340,          1236,           1594,          348,         1219,45073,Oconee
45077000104, Abel                              ,             527,           352,           159,             360,           231,           129,             602,           330,           206,            580,          282,          277,            419,          288,          132,           415,         259,         141,                545,              319,              205,             623,           377,           231,            623,          380,          236,45077,Pickens
45063000073, PARK ROAD 1                       ,            1024,           235,           778,             996,           236,           760,            1209,           314,           801,           1202,          264,          892,           1053,          373,          680,          1050,         320,         707,               1302,              381,              889,            1670,           511,          1129,           1674,          516,         1132,45063,Lexington
45063000070, LEXINGTON NO. 3                   ,            1493,           322,          1153,            1597,           355,          1242,            1573,           368,          1089,           1551,          249,         1255,           1427,          470,          958,          1422,         390,         992,               1859,              502,             1311,            2599,           761,          1791,           2606,          766,         1803,45063,Lexington
45037000004, Johnston No. 1                    ,            1139,           752,           372,            1080,           732,           348,             987,           644,           321,            971,          650,          310,            686,          434,          253,           686,         403,         257,                865,              542,              313,             945,           553,           379,            949,          569,          364,45037,Edgefield
45063000015, HOLLOW CREEK                      ,            1376,           263,          1091,            1432,           265,          1167,            1633,           258,          1300,           1613,          231,         1336,           1347,          293,         1049,          1341,         248,        1063,               1672,              307,             1333,            2082,           417,          1643,           2084,          424,         1633,45063,Lexington
45003000081, Hammond No. 81                    ,             665,           236,           415,             775,           279,           496,             716,           237,           463,            682,          238,          424,            519,          175,          333,           522,         159,         342,                656,              221,              425,             750,           252,           489,            755,          260,          479,45003,Aiken
45019000419, James Island 19                   ,             854,           435,           408,             753,           329,           424,            1117,           554,           466,           1094,          455,          605,            989,          619,          365,           983,         565,         380,               1109,              610,              468,            1243,           729,           490,           1240,          725,          497,45019,Charleston
45019000516, St. Andrews 16                    ,             759,           315,           429,             677,           276,           401,             711,           255,           384,            703,          193,          482,            618,          327,          290,           609,         322,         274,                729,              331,              374,             872,           444,           401,            873,          444,          414,45019,Charleston
45019000517, St. Andrews 17                    ,            1130,           393,           710,            1113,           397,           716,            1133,           438,           602,           1122,          358,          735,            990,          444,          535,           985,         418,         525,               1143,              475,              637,            1336,           603,           708,           1344,          601,          718,45019,Charleston
45021000024, Morgan                            ,             699,           123,           562,             673,           109,           564,             831,           101,           715,            813,          106,          695,            650,           91,          557,           649,          77,         551,                818,              111,              699,            1011,           142,           858,           1009,          149,          829,45021,Cherokee
45021000018, Grassy Pond                       ,            1361,           290,          1061,            1338,           291,          1047,            1456,           300,          1122,           1430,          277,         1131,           1161,          221,          939,          1158,         212,         927,               1474,              286,             1169,            1837,           365,          1456,           1833,          376,         1433,45021,Cherokee
45021000020, Holly Grove and Buffalo           ,             753,           196,           543,             692,           136,           556,             839,            94,           713,            813,          108,          673,            624,           92,          526,           624,          86,         526,                774,              100,              657,             906,           115,           776,            905,          132,          743,45021,Cherokee
45037000001, Edgefield No. 1                   ,             679,           285,           379,             609,           219,           390,             640,           238,           382,            612,          220,          378,            522,          198,          324,           522,         172,         334,                616,              227,              382,             727,           271,           448,            732,          276,          448,45037,Edgefield
45063000071, LEXINGTON NO. 4                   ,            1904,           558,          1325,            1951,           580,          1371,            2047,           586,          1323,           2022,          472,         1483,           1586,          640,          944,          1582,         523,         995,               2011,              664,             1289,            2431,           883,          1493,           2442,          895,         1504,45063,Lexington
45063000033, LEXINGTON NO. 1                   ,            1769,           484,          1263,            1789,           521,          1268,            1706,           454,          1124,           1690,          351,         1283,           1526,          605,          917,          1516,         493,         990,               1872,              589,             1233,            2400,           814,          1538,           2403,          820,         1546,45063,Lexington
45019000407, James Island 8A                   ,             850,           530,           311,             706,           423,           283,             782,           455,           278,            771,          352,          405,            687,          451,          229,           684,         450,         222,                901,              539,              346,            1239,           768,           449,           1251,          755,          480,45019,Charleston
45049000006, Garnett                           ,             144,           122,            17,             130,           116,            14,             135,           120,            15,            128,          115,           12,            116,          102,           12,           113,         102,          11,                118,              105,               13,             113,            95,            18,            114,           96,           16,45049,
45049000018, Cummings                          ,             700,           451,           242,             609,           375,           234,             584,           325,           253,            551,          290,          251,            439,          272,          159,           436,         266,         161,                521,              296,              220,             571,           308,           256,            568,          314,          250,45049,
45049000003, Hampton No. 2                     ,             815,           333,           463,             867,           418,           449,             892,           436,           440,            832,          370,          438,            678,          354,          328,           662,         315,         341,                878,              423,              444,            1126,           533,           584,           1127,          548,          569,45049,
45019000217, Charleston 17                     ,             819,           635,           174,             682,           528,           154,             718,           548,           104,            716,          441,          249,            636,          543,           94,           636,         500,         106,                744,              582,              140,             869,           714,           126,            875,          721,          152,45019,Charleston
45019000404, James Island 5B                   ,             531,           170,           351,             464,           136,           328,             496,           159,           305,            494,          123,          356,            449,          168,          277,           444,         152,         277,                542,              183,              346,             680,           245,           420,            681,          249,          418,45019,Charleston
45019000624, North Charleston 24               ,             981,           718,           250,            1003,           780,           223,            1401,           977,           356,           1380,          889,          454,           1087,          869,          218,          1087,         849,         206,               1384,             1045,              309,            1681,          1331,           320,           1685,         1365,          294,45019,Charleston
45019000618, North Charleston 18               ,            1165,           876,           275,             951,           778,           173,             871,           682,           157,            859,          602,          235,            755,          592,          161,           755,         568,         161,                908,              700,              191,            1128,           880,           235,           1131,          895,          222,45019,Charleston
45019000625, North Charleston 25               ,             476,           424,            48,             491,           449,            42,             446,           383,            49,            430,          338,           85,            334,          284,           48,           345,         291,          40,                395,              337,               53,             416,           354,            56,            420,          364,           54,45019,Charleston
45005000008, Woods                             ,             633,           449,           174,             586,           451,           135,             548,           378,           166,            529,          368,          155,            453,          339,          116,           440,         299,         119,                515,              359,              153,             585,           385,           195,            588,          393,          192,45005,Allendale
