GEOID20    , Name                              , T_10_CENS_Total, T_10_CENS_White, T_10_CENS_Hispanic, T_10_CENS_Black, T_10_CENS_Asian, T_10_CENS_Native, T_10_CENS_Pacific, T_18_ACS_Total, T_18_ACS_White, T_18_ACS_Hispanic, T_18_ACS_Black, T_18_ACS_Asian, T_18_ACS_Native, T_18_ACS_Pacific, T_19_ACS_Total, T_19_ACS_White, T_19_ACS_Hispanic, T_19_ACS_Black, T_19_ACS_Asian, T_19_ACS_Native, T_19_ACS_Pacific, T_20_CENS_Total, T_20_CENS_White, T_20_CENS_Hispanic, T_20_CENS_Black, T_20_CENS_Asian, T_20_CENS_Native, T_20_CENS_Pacific, T_20_ACS_Total, T_20_ACS_White, T_20_ACS_Hispanic, T_20_ACS_Black, T_20_ACS_Asian, T_20_ACS_Native, T_20_ACS_Pacific, T_22_ACS_Total, T_22_ACS_White, T_22_ACS_Hispanic, T_22_ACS_Black, T_22_ACS_Asian, T_22_ACS_Native, T_22_ACS_Pacific, V_10_VAP_Total, V_10_VAP_White, V_10_VAP_Hispanic, V_10_VAP_Black, V_10_VAP_Asian, V_10_VAP_Native, V_10_VAP_Pacific, V_18_CVAP_Total, V_18_CVAP_White, V_18_CVAP_Hispanic, V_18_CVAP_Black, V_18_CVAP_Asian, V_18_CVAP_Native, V_18_CVAP_Pacific, V_19_CVAP_Total, V_19_CVAP_White, V_19_CVAP_Hispanic, V_19_CVAP_Black, V_19_CVAP_Asian, V_19_CVAP_Native, V_19_CVAP_Pacific, V_20_VAP_Total, V_20_VAP_White, V_20_VAP_Hispanic, V_20_VAP_Black, V_20_VAP_Asian, V_20_VAP_Native, V_20_VAP_Pacific, V_20_VAP_NH_Total, V_20_VAP_NH_White, V_20_VAP_NH_Hispanic, V_20_VAP_NH_BlackAlone, V_20_VAP_NH_AsianAlone, V_20_VAP_NH_NativeAlone, V_20_VAP_NH_PacificAlone, V_20_VAP_NH_OtherAlone, V_20_VAP_NH_TwoOrMore, V_20_CVAP_Total, V_20_CVAP_White, V_20_CVAP_Hispanic, V_20_CVAP_Black, V_20_CVAP_Asian, V_20_CVAP_Native, V_20_CVAP_Pacific, V_22_CVAP_Total, V_22_CVAP_White, V_22_CVAP_Hispanic, V_22_CVAP_Black, V_22_CVAP_Asian, V_22_CVAP_Native, V_22_CVAP_Pacific, V_22_CVAP_RemTwoOrMore
45063000011, SUMMIT                            ,            2123,            1772,                 77,             251,               5,               12,                 6,           2168,           1883,               184,             61,             13,              11,                0,           2395,           1861,               202,            297,             11,              11,                0,            2284,            1841,                 97,             271,              14,               63,                 5,           2451,           2038,               162,            250,              0,              11,                0,           2303,           1727,               167,            389,             17,              19,                0,           1528,           1332,                41,            136,              4,              11,                5,            1579,            1456,                 55,              55,               9,                4,                 0,            1556,            1423,                 45,              81,               9,                4,                 0,           1667,           1410,                61,            155,              8,              37,                3,              1667,              1410,                   61,                    147,                      1,                       7,                        0,                      0,                    41,            1699,            1617,                 12,              67,               0,                0,                 0,            1592,            1421,                 16,             150,               0,                8,                 0,                      7
45063000082, SWANSEA 2                         ,            2880,            1996,                119,             723,               6,               36,                 5,           2685,           1863,               219,            507,             34,              65,                0,           2444,           1489,               224,            677,             29,              26,                0,            2666,            1841,                152,             593,              17,               63,                 2,           2168,           1284,               203,            621,             55,              15,                0,           2309,           1530,               298,            475,             16,              12,                0,           2117,           1531,                61,            497,              4,              26,                1,            1911,            1446,                 58,             369,               8,               33,                 0,            1787,            1156,                 52,             556,              10,               19,                 0,           2081,           1467,                89,            464,             17,              41,                2,              2081,              1467,                   89,                    439,                     11,                       6,                        2,                      4,                    63,            1569,            1008,                  1,             552,               9,               11,                 0,            1780,            1290,                 96,             391,               0,                3,                 0,                     10
45003000031, Perry                             ,            1253,             913,                 12,             302,               5,               27,                 0,           1172,            951,                14,            182,              3,              37,                0,           1172,            916,                 2,            225,              1,              30,                0,            1242,             905,                 22,             289,               4,               35,                 2,           1299,           1123,                 3,            145,              1,              30,                0,           1069,            833,                 4,            199,              1,              32,                0,            975,            718,                 9,            231,              3,              20,                0,             916,             743,                  4,             148,               2,               40,                 0,             925,             716,                  4,             179,               1,               33,                 0,            974,            732,                10,            211,              1,              26,                0,               974,               732,                   10,                    203,                      0,                       8,                        0,                      2,                    19,            1006,             891,                  0,              89,               0,               37,                 0,             873,             715,                  4,             134,               0,               29,                 0,                      0
45021000011, Ezells and Butler                 ,            2485,            2204,                 96,             149,              16,               20,                 1,           2690,           2357,               115,            165,             47,               0,                0,           2538,           2323,               108,             51,             57,               0,                0,            2385,            2064,                124,             146,               8,               44,                 1,           2346,           2131,                85,             81,             54,               0,                0,           2128,           1946,                75,            106,              0,               0,                0,           1884,           1703,                50,            105,             11,              16,                1,            2193,            1934,                 87,             143,              37,                0,                 0,            2025,            1876,                 75,              34,              44,                0,                 0,           1858,           1633,                79,            107,              5,              29,                1,              1858,              1633,                   79,                     92,                      2,                       4,                        0,                      5,                    43,            1944,            1798,                 68,              85,              10,                0,                 0,            1867,            1820,                 40,              50,               0,                0,                 0,                      0
45077000159, Sheffield                         ,            1421,            1296,                 39,              72,              10,                6,                 1,           1394,           1250,                32,             25,             84,               0,                0,           1356,           1231,                48,             12,             64,               0,                0,            1655,            1474,                 57,              85,              16,               23,                 2,           1483,           1347,                72,              0,             61,               0,                0,           1669,           1463,               115,             37,             31,              25,                0,           1124,           1033,                25,             55,              8,               5,                1,            1122,            1058,                  7,              26,              31,                0,                 0,            1124,            1067,                 20,              10,              24,                0,                 0,           1364,           1262,                27,             45,             10,              15,                1,              1364,              1262,                   27,                     40,                      6,                       0,                        1,                      6,                    22,            1184,            1232,                 22,               0,              22,                0,                 0,            1310,            1331,                 28,               8,               7,                6,                 0,                      0
45077000142, Crestview                         ,            1483,            1368,                 38,              60,              19,                2,                 0,           1313,           1239,                41,             24,             12,               0,                0,           1240,           1212,                18,              0,             12,               0,                0,            1883,            1537,                 65,             170,              62,               42,                 4,           1835,           1357,               459,              0,             20,               0,                0,           1928,           1654,               159,             60,             45,              14,                0,           1165,           1086,                25,             41,             14,               2,                0,            1127,            1093,                  0,              25,              11,                0,                 0,            1103,            1079,                 14,               0,              11,                0,                 0,           1517,           1273,                44,            111,             51,              30,                2,              1517,              1273,                   44,                     97,                     44,                       0,                        0,                      5,                    54,            1454,            1140,                265,               0,              20,                0,                 0,            1521,            1319,                100,              47,              20,                5,                 0,                      0
45019000609, North Charleston 9                ,            2579,            1052,                424,            1072,              20,               35,                 4,           2842,           1095,               414,           1278,              0,              74,                0,           2682,           1159,               261,           1176,             18,             101,                0,            2754,            1358,                508,             746,              93,               62,                 2,           2928,           1473,               513,            816,             41,              37,                0,           3049,           1547,               533,            928,             50,              56,                0,           1931,            914,               322,            666,             16,              28,                3,            1823,             863,                 42,             855,               0,               61,                 0,            1936,             964,                 50,             813,              12,               90,                 0,           2252,           1226,               337,            561,             78,              49,                2,              2252,              1226,                  337,                    540,                     50,                      15,                        1,                      9,                    74,            1967,            1275,                 38,             539,              22,               30,                 0,            2085,            1323,                 89,             565,              31,               15,                 0,                      0
45019000103, Deer Park 1B                      ,            4868,            2845,                392,            1429,             127,               77,                 8,           5735,           3013,               344,           2235,            125,             111,                7,           6142,           3190,               375,           2467,            106,             132,               10,            7708,            3707,               1165,            2358,             305,              223,                 9,           7424,           3568,               915,           2568,            373,             107,               11,           8122,           3970,               655,           2882,            598,              87,                6,           4112,           2602,               251,           1080,            103,              68,                6,            4371,            2591,                227,            1385,              78,              103,                 0,            4803,            2792,                194,            1656,              59,              104,                 4,           6504,           3379,               844,           1869,            264,             171,                8,              6504,              3379,                  844,                   1684,                    196,                      44,                        5,                     61,                   291,            5812,            3134,                407,            1783,             269,               86,                 4,            6244,            3366,                265,            1970,             383,               94,                 4,                     26
45019000102, Deer Park 1A                      ,            2553,            1019,                175,            1297,              71,               47,                 3,           3657,            946,               118,           2471,            168,              66,                0,           3663,            836,               195,           2487,            163,              92,                0,            2730,             887,                190,            1523,              86,               62,                10,           3342,            648,                88,           2426,            238,              41,                0,           2405,            543,               347,           1384,             36,              37,                0,           1687,            855,               100,            673,             50,              28,                2,            2125,             789,                101,            1103,              71,               44,                 0,            2003,             703,                 11,            1144,              56,               67,                 0,           1838,            764,               124,            851,             54,              44,                8,              1838,               764,                  124,                    818,                     33,                       3,                        0,                     10,                    86,            1766,             527,                  1,            1127,              62,               33,                 0,            1300,             423,                149,             714,              24,               33,                 0,                      0
45015000052, Westview 3                        ,            2721,            1941,                191,             384,             131,               42,                12,           2826,           1677,               302,            632,            137,              74,                0,           2855,           1928,               338,            333,            110,              71,                0,            2624,            1650,                329,             380,              90,               92,                11,           3144,           2323,               242,            348,            118,              65,                0,           3235,           2351,               284,            420,             43,              83,                0,           2089,           1534,               123,            267,            101,              25,                8,            2062,            1265,                 85,             552,              87,               76,                 0,            2040,            1526,                 92,             281,              66,               70,                 0,           2131,           1420,               220,            286,             72,              77,                2,              2131,              1420,                  220,                    260,                     51,                      16,                        1,                     39,                   124,            2537,            2124,                 95,             235,              67,               53,                 0,            2692,            2241,                142,             225,              28,               54,                 0,                      0
45019000523, St. Andrews 23                    ,            1504,             918,                 57,             502,              22,               14,                 1,           1512,           1201,                18,            264,             19,               9,                0,           1473,           1182,                19,            250,             19,               3,                0,            1491,            1041,                 81,             278,              63,               43,                 1,           1372,            973,                74,            251,             72,               0,                0,           1385,            987,               153,            135,             73,              32,                0,           1187,            798,                41,            323,             19,              14,                1,            1286,            1034,                  9,             235,               0,                4,                 0,            1284,            1038,                 11,             228,               0,                4,                 0,           1247,            905,                54,            199,             49,              37,                0,              1247,               905,                   54,                    187,                     28,                       5,                        0,                      9,                    59,            1136,             856,                 43,             238,               0,                3,                 0,            1081,             845,                 88,             119,               0,               35,                 0,                      0
45019000337, Mt. Pleasant 37                   ,            3454,            2107,                 86,            1203,              44,               25,                 0,           4404,           3244,               121,            897,             82,              76,                0,           4616,           3344,               173,            991,            100,              77,                0,            4732,            3334,                219,            1024,              89,               70,                 6,           5189,           3934,               206,            890,            120,             108,                0,           5485,           4331,               145,            921,             75,             115,                0,           2609,           1565,                59,            944,             30,              18,                0,            3384,            2521,                 62,             724,              27,               49,                 0,            3480,            2576,                 53,             782,              54,               22,                 0,           3540,           2475,               139,            824,             65,              40,                4,              3540,              2475,                  139,                    789,                     51,                       2,                        1,                     13,                    70,            4030,            3056,                 44,             768,              38,                4,                 0,            4249,            3265,                162,             840,              45,               41,                 0,                      0
45019000338, Mt. Pleasant 38                   ,            1809,            1681,                 39,              47,              26,               14,                 2,           2576,           2049,                81,            356,             55,              40,                0,           2730,           2177,               117,            354,             73,              53,                0,            2331,            2079,                 79,              83,              55,               24,                 0,           2467,           2164,                40,            224,             44,              13,                0,           2435,           2015,                19,            343,             27,              29,                0,           1424,           1328,                29,             36,             20,              10,                1,            1991,            1617,                 36,             290,              21,               23,                 0,            2043,            1672,                 33,             286,              40,               19,                 0,           1845,           1691,                58,             56,             27,              11,                0,              1845,              1691,                   58,                     40,                     24,                       1,                        0,                      0,                    31,            1831,            1798,                 10,              37,              17,                4,                 0,            1901,            1815,                 22,              54,               0,                4,                 0,                      0
45019000400, James Island 1A                   ,            2154,            1677,                 33,             388,              37,               14,                 4,           2612,           1806,                14,            764,             23,              12,                0,           2967,           2114,                 4,            828,             12,              12,                0,            2687,            2143,                 88,             347,              54,               57,                 2,           3161,           2242,                 0,            917,              0,               0,                0,           3222,           2167,                49,            915,             37,              45,                0,           1720,           1346,                24,            310,             25,              10,                4,            2249,            1560,                 14,             649,               9,                7,                 0,            2537,            1803,                  5,             710,               7,                7,                 0,           2254,           1796,                73,            297,             40,              47,                2,              2254,              1796,                   73,                    273,                     26,                       9,                        0,                      6,                    71,            2699,            2254,                  0,             372,               0,                0,                 0,            2677,            2178,                  9,             343,              29,               58,                 0,                      0
45019000412, James Island 12                   ,            1558,            1493,                 24,              20,              13,                8,                 1,           1676,           1572,                81,             12,             10,               1,                0,           1643,           1549,                38,             10,             42,               3,                0,            1661,            1478,                 45,              35,              32,               32,                 1,           1518,           1479,                 2,              8,             27,               0,                0,           1496,           1441,                 2,             20,             33,               0,                0,           1248,           1206,                14,             15,              8,               5,                1,            1378,            1292,                 70,              14,              11,                4,                 0,            1321,            1254,                 20,               8,              41,                4,                 0,           1284,           1146,                33,             26,             26,              25,                1,              1284,              1146,                   33,                     18,                     11,                       3,                        0,                      7,                    66,            1216,            1164,                  2,               2,              27,                0,                 0,            1181,            1134,                  4,              20,              26,                0,                 0,                      0
45055000107, Camden No. 1                      ,            1993,             720,                 77,            1171,              28,                7,                 0,           1921,            529,                88,           1290,             28,               0,                0,           2003,            460,               145,           1313,              0,               0,               89,            2357,            1038,                 99,            1149,              46,               35,                 3,           2066,            677,               160,           1122,              0,               0,              102,           2039,            861,                 0,           1089,              0,               0,               88,           1480,            545,                45,            871,             21,               6,                0,            1601,             481,                 23,            1074,              15,                0,                 0,            1630,             401,                 37,            1164,               0,                0,                25,           1740,            792,                56,            839,             34,              22,                1,              1740,               792,                   56,                    819,                     29,                       1,                        0,                      6,                    37,            1590,             557,                 42,             981,               0,                0,                26,            1542,             626,                  0,             867,               0,                0,                45,                      0
45055000121, E. Camden-Hermitage               ,             877,             615,                 89,             173,               3,               10,                 0,            888,            541,                67,            279,              3,               0,                0,            880,            464,                88,            341,              0,               0,                0,             798,             498,                 99,             189,               1,               13,                 0,            886,            458,               170,            267,              0,               0,                0,            889,            550,               138,            185,             24,               0,                0,            681,            508,                58,            115,              1,               8,                0,             699,             470,                 52,             175,               3,                0,                 0,             670,             414,                 56,             209,               0,                0,                 0,            638,            433,                57,            137,              1,              10,                0,               638,               433,                   57,                    130,                      1,                       0,                        0,                      0,                    17,             650,             387,                157,             158,               0,                0,                 0,             654,             466,                 77,             112,              10,                0,                 0,                      0
45055000146, Riverdale                         ,            1613,             341,                 15,            1247,               6,                8,                 1,           1348,            342,                 0,           1006,              0,               7,                0,           1081,            229,                 0,            850,              0,               0,                0,            1376,             338,                 75,             942,              17,                6,                 1,            753,            138,                21,            594,              0,               0,                0,           1032,            357,                 1,            675,              0,               0,                0,           1172,            286,                11,            868,              3,               8,                1,            1117,             277,                  0,             837,               0,                8,                 0,             920,             185,                  0,             733,               0,                0,                 0,           1069,            297,                45,            709,             11,               5,                1,              1069,               297,                   45,                    693,                      7,                       1,                        0,                      9,                    17,             672,             123,                 19,             521,               0,                0,                 0,             823,             320,                  2,             476,               0,                0,                 0,                      0
45039000002, Blairs                            ,             597,              75,                  0,             516,               0,                5,                 0,            680,             69,                 1,            607,             13,               0,                0,            612,             99,                 0,            511,              0,               0,                0,             477,              88,                  4,             379,               2,                6,                 2,            856,            107,                 0,            745,              0,               0,                0,            692,            108,                 0,            578,              0,               0,                0,            459,             61,                 0,            395,              0,               3,                0,             479,              63,                  0,             414,               0,                0,                 0,             476,              75,                  0,             398,               0,                0,                 0,            405,             75,                 3,            324,              1,               3,                1,               405,                75,                    3,                    314,                      0,                       1,                        1,                      0,                    11,             720,              72,                  0,             672,               0,                0,                 0,             585,              66,                  0,             530,               0,                0,                 0,                      0
45055000117, Charlotte Thompson                ,            2051,            1183,                 68,             793,               7,                5,                 0,           1918,           1362,                16,            515,              2,               5,                0,           2087,           1396,                25,            647,              0,               4,                0,            2009,            1166,                 78,             734,              11,               38,                 0,           2313,           1298,                21,            967,              0,               2,                0,           2075,           1196,                 0,            832,              0,              36,                0,           1603,            964,                42,            593,              4,               3,                0,            1550,            1100,                  8,             438,               2,                6,                 0,            1543,            1120,                 10,             409,               0,                3,                 0,           1609,            948,                49,            588,              5,              26,                0,              1609,               948,                   49,                    561,                      1,                       1,                        0,                      6,                    43,            1610,            1025,                 19,             544,               0,               11,                 0,            1566,             926,                  0,             569,               0,               37,                 0,                      0
45039000003, Centerville                       ,             503,             371,                 15,             110,               1,                5,                 0,            324,            194,                 0,            133,              0,               0,                0,            421,            212,                 0,            208,              0,               0,                0,             421,             307,                 15,              87,               5,                5,                 0,            381,            154,                 0,            228,              0,               0,                0,            375,            137,                 0,            222,              0,              17,                0,            389,            290,                 8,             85,              1,               5,                0,             256,             161,                  0,              97,               0,                0,                 0,             311,             192,                  0,             122,               0,                0,                 0,            348,            252,                15,             70,              4,               5,                0,               348,               252,                   15,                     65,                      3,                       0,                        0,                      1,                    12,             308,             215,                  0,              68,               0,                0,                 0,             296,             185,                  0,              66,               0,                6,                 0,                      0
45039000014, Ridgeway                          ,            3417,            1249,                 32,            2114,              17,               17,                 0,           2877,           1169,                23,           1617,             42,             157,                0,           2957,           1363,                14,           1565,              2,              30,                0,            2890,            1130,                 58,            1621,              26,               56,                 8,           3788,           1469,                73,           2242,              1,               3,                0,           3149,           1291,                 5,           1809,              3,              40,                0,           2747,           1066,                20,           1651,              7,              16,                0,            2368,             988,                 25,            1325,              10,              156,                 0,            2452,            1204,                 16,            1224,               2,               32,                 0,           2450,            997,                43,           1335,             21,              51,                7,              2450,               997,                   43,                   1307,                      8,                       7,                        2,                      3,                    83,            3273,            1308,                 72,            1923,               2,                8,                 0,            2703,            1107,                  4,            1577,               4,               53,                 0,                      0
45073000028, West Union                        ,            2501,            2228,                170,              84,              12,               17,                 2,           2870,           2340,               366,            119,             18,              33,                0,           2952,           2404,               370,            119,             19,              43,                0,            3010,            2523,                271,             102,              26,              114,                 4,           3097,           2650,               270,            135,             29,              25,                0,           3369,           2920,               232,            133,             56,              21,                0,           1980,           1801,               104,             57,              8,              16,                0,            2045,            1838,                127,              54,               4,               19,                 0,            2060,            1876,                105,              48,              10,               20,                 0,           2372,           2057,               160,             71,              7,              85,                3,              2372,              2057,                  160,                     65,                      0,                      12,                        0,                      0,                    78,            2283,            2088,                117,              39,              19,               21,                 0,            2422,            2274,                 80,              37,              30,               16,                 0,                      0
45077000104, Abel                              ,            1804,            1065,                 36,             653,              52,                4,                 0,           1971,           1453,                54,            349,            103,              28,                0,           2230,           1530,                49,            385,            280,               6,                0,            2291,            1453,                129,             533,             145,               31,                 0,           2384,           1762,                47,            387,            188,               0,                0,           2112,           1515,                39,            405,            140,              13,                0,           1474,            961,                29,            451,             37,               2,                0,            1363,            1126,                 54,             145,              12,                7,                 0,            1740,            1271,                 50,             266,             133,                0,                 0,           1977,           1290,               103,            438,            123,              27,                0,              1977,              1290,                  103,                    406,                    120,                       2,                        0,                      2,                    54,            1989,            1541,                 46,             327,              77,                0,                 0,            1895,            1390,                 40,             390,              80,                0,                 0,                      0
45063000070, LEXINGTON NO. 3                   ,            3696,            3381,                 58,             119,             113,               26,                 1,           4259,           3534,               198,            187,            208,              18,              107,           4063,           3374,               246,            226,            199,              16,                0,            4896,            3558,                522,             412,             367,              105,                13,           4364,           3585,               233,            146,            380,              18,                0,           4770,           3962,               192,            363,            188,              10,               34,           2936,           2712,                38,             98,             74,              13,                0,            3009,            2687,                107,             149,              44,               14,                 0,            3012,            2623,                135,             185,              48,               14,                 0,           3780,           2794,               454,            299,            242,              73,                8,              3780,              2794,                  454,                    201,                    214,                       5,                        5,                      8,                    99,            3190,            2676,                164,              91,             136,               18,                 0,            3568,            2928,                165,             236,             113,                1,                 0,                     15
45037000004, Johnston No. 1                    ,            2112,             613,                306,            1177,              13,                8,                 1,           1931,            498,               346,           1087,              0,               0,                0,           2138,            519,               343,           1299,              0,             100,                0,            1815,             545,                313,             929,              21,               21,                 7,           2224,            675,               448,           1126,              0,              82,                0,           2262,            817,               375,           1038,             41,             130,                0,           1685,            503,               272,            898,              8,               7,                1,            1354,             440,                 15,             890,               0,                0,                 0,            1454,             465,                  0,             945,               0,                0,                 0,           1499,            452,               266,            756,             11,              12,                1,              1499,               452,                  266,                    746,                      7,                       1,                        1,                      3,                    23,            1565,             615,                 68,             851,               0,                0,                 0,            1606,             703,                 70,             779,               4,               14,                 0,                     35
